,state,regional_devision,population,article_title,revision_id,article_quality
124,Alabama,South (East South Central),5024356.0,"Eldridge, Alabama",1178177223,Start
125,Alabama,South (East South Central),5024356.0,"Elkmont, Alabama",1176555126,C
126,Alabama,South (East South Central),5024356.0,"Elmore, Alabama",1166067658,C
127,Alabama,South (East South Central),5024356.0,"Emelle, Alabama",1158753175,C
128,Alabama,South (East South Central),5024356.0,"Enterprise, Alabama",1160273773,C
129,Alabama,South (East South Central),5024356.0,"Epes, Alabama",1166067751,C
130,Alabama,South (East South Central),5024356.0,"Ethelsville, Alabama",1166067848,Start
131,Alabama,South (East South Central),5024356.0,"Eufaula, Alabama",1160493671,GA
132,Alabama,South (East South Central),5024356.0,"Eutaw, Alabama",1158611853,C
133,Alabama,South (East South Central),5024356.0,"Eva, Alabama",1166067877,GA
134,Alabama,South (East South Central),5024356.0,"Evergreen, Conecuh County, Alabama",1158611789,C
135,Alabama,South (East South Central),5024356.0,"Excel, Alabama",1166067942,C
136,Alabama,South (East South Central),5024356.0,"Fairfield, Alabama",1177239572,C
137,Alabama,South (East South Central),5024356.0,"Fairhope, Alabama",1173963070,C
138,Alabama,South (East South Central),5024356.0,"Fairview, Alabama",1166068021,C
139,Alabama,South (East South Central),5024356.0,"Falkville, Alabama",1166068054,GA
140,Alabama,South (East South Central),5024356.0,"Faunsdale, Alabama",1167428050,GA
141,Alabama,South (East South Central),5024356.0,"Fayette, Alabama",1142947111,C
142,Alabama,South (East South Central),5024356.0,"Five Points, Alabama",1166068289,C
143,Alabama,South (East South Central),5024356.0,"Flomaton, Alabama",1166244039,C
144,Alabama,South (East South Central),5024356.0,"Florala, Alabama",1166068321,C
145,Alabama,South (East South Central),5024356.0,"Florence, Alabama",1178304592,C
146,Alabama,South (East South Central),5024356.0,"Foley, Alabama",1166414056,C
147,Alabama,South (East South Central),5024356.0,"Forkland, Alabama",1166068466,C
148,Alabama,South (East South Central),5024356.0,"Fort Deposit, Alabama",1177020476,C
149,Alabama,South (East South Central),5024356.0,"Fort Payne, Alabama",1172551841,GA
150,Alabama,South (East South Central),5024356.0,"Franklin, Alabama",1166068620,GA
151,Alabama,South (East South Central),5024356.0,"Frisco City, Alabama",1166068863,C
152,Alabama,South (East South Central),5024356.0,"Fruithurst, Alabama",1166068877,Start
153,Alabama,South (East South Central),5024356.0,"Fulton, Alabama",1166068885,Start
154,Alabama,South (East South Central),5024356.0,"Fultondale, Alabama",1165840932,C
155,Alabama,South (East South Central),5024356.0,"Fyffe, Alabama",1160192215,C
156,Alabama,South (East South Central),5024356.0,"Gadsden, Alabama",1177146243,C
157,Alabama,South (East South Central),5024356.0,"Gainesville, Alabama",1166068936,C
158,Alabama,South (East South Central),5024356.0,"Gantt, Alabama",1180408898,Start
159,Alabama,South (East South Central),5024356.0,"Garden City, Alabama",1166068968,C
160,Alabama,South (East South Central),5024356.0,"Gardendale, Alabama",1175530987,C
161,Alabama,South (East South Central),5024356.0,"Gaylesville, Alabama",1166069113,C
162,Alabama,South (East South Central),5024356.0,"Geiger, Alabama",1166069121,Start
163,Alabama,South (East South Central),5024356.0,"Geneva, Alabama",1179698088,C
164,Alabama,South (East South Central),5024356.0,"Georgiana, Alabama",1178540000,Start
165,Alabama,South (East South Central),5024356.0,"Geraldine, Alabama",1166069211,C
166,Alabama,South (East South Central),5024356.0,"Gilbertown, Alabama",1166069407,C
167,Alabama,South (East South Central),5024356.0,"Glen Allen, Alabama",1166069457,C
168,Alabama,South (East South Central),5024356.0,"Glencoe, Alabama",1165748058,C
169,Alabama,South (East South Central),5024356.0,"Glenwood, Alabama",1096814086,Start
170,Alabama,South (East South Central),5024356.0,"Goldville, Alabama",1177535939,Start
171,Alabama,South (East South Central),5024356.0,"Good Hope, Alabama",1165748200,C
172,Alabama,South (East South Central),5024356.0,"Goodwater, Alabama",1166069571,C
173,Alabama,South (East South Central),5024356.0,"Gordo, Alabama",1176908359,C
174,Alabama,South (East South Central),5024356.0,"Gordon, Alabama",1166069580,C
175,Alabama,South (East South Central),5024356.0,"Gordonville, Alabama",1166069594,C
176,Alabama,South (East South Central),5024356.0,"Goshen, Alabama",1166069601,C
177,Alabama,South (East South Central),5024356.0,"Grant, Alabama",1166069728,GA
178,Alabama,South (East South Central),5024356.0,"Graysville, Alabama",1177622200,C
179,Alabama,South (East South Central),5024356.0,"Greensboro, Alabama",1172134373,C
180,Alabama,South (East South Central),5024356.0,"Greenville, Alabama",1171417115,C
181,Alabama,South (East South Central),5024356.0,"Grimes, Alabama",1166180119,Start
182,Alabama,South (East South Central),5024356.0,"Grove Hill, Alabama",1144754911,C
183,Alabama,South (East South Central),5024356.0,"Guin, Alabama",1173001379,C
184,Alabama,South (East South Central),5024356.0,"Gulf Shores, Alabama",1174473447,C
185,Alabama,South (East South Central),5024356.0,"Guntersville, Alabama",1169878221,C
186,Alabama,South (East South Central),5024356.0,"Gurley, Alabama",1173078483,C
187,Alabama,South (East South Central),5024356.0,"Gu-Win, Alabama",1175521277,C
188,Alabama,South (East South Central),5024356.0,"Hackleburg, Alabama",1167581471,GA
189,Alabama,South (East South Central),5024356.0,"Haleburg, Alabama",1166180281,C
190,Alabama,South (East South Central),5024356.0,"Haleyville, Alabama",1168590141,GA
191,Alabama,South (East South Central),5024356.0,"Hamilton, Alabama",1170634832,C
192,Alabama,South (East South Central),5024356.0,"Hammondville, Alabama",1166180369,C
193,Alabama,South (East South Central),5024356.0,"Hanceville, Alabama",1169612470,C
194,Alabama,South (East South Central),5024356.0,"Harpersville, Alabama",1177953234,C
195,Alabama,South (East South Central),5024356.0,"Hartford, Alabama",1165749307,C
196,Alabama,South (East South Central),5024356.0,"Hartselle, Alabama",1165749341,C
197,Alabama,South (East South Central),5024356.0,"Hayden, Alabama",1166180747,C
198,Alabama,South (East South Central),5024356.0,"Hayneville, Alabama",1166180764,C
199,Alabama,South (East South Central),5024356.0,"Headland, Alabama",1168369252,C
200,Alabama,South (East South Central),5024356.0,"Heath, Alabama",1166180800,Start
201,Alabama,South (East South Central),5024356.0,"Heflin, Alabama",1176321971,C
202,Alabama,South (East South Central),5024356.0,"Helena, Alabama",1177702091,C
203,Alabama,South (East South Central),5024356.0,"Henagar, Alabama",1165749718,C
204,Alabama,South (East South Central),5024356.0,"Highland Lake, Alabama",1166180993,Start
205,Alabama,South (East South Central),5024356.0,"Hillsboro, Alabama",1166181055,C
206,Alabama,South (East South Central),5024356.0,"Hobson City, Alabama",1166181157,C
207,Alabama,South (East South Central),5024356.0,"Hodges, Alabama",1166181162,C
208,Alabama,South (East South Central),5024356.0,"Hokes Bluff, Alabama",1165750177,C
209,Alabama,South (East South Central),5024356.0,"Holly Pond, Alabama",1166181271,C
210,Alabama,South (East South Central),5024356.0,"Hollywood, Alabama",1166181286,C
211,Alabama,South (East South Central),5024356.0,"Homewood, Alabama",1177622299,GA
212,Alabama,South (East South Central),5024356.0,"Hoover, Alabama",1180348406,C
213,Alabama,South (East South Central),5024356.0,"Horn Hill, Alabama",1166181398,Start
214,Alabama,South (East South Central),5024356.0,"Hueytown, Alabama",1177622536,C
215,Alabama,South (East South Central),5024356.0,"Huntsville, Alabama",1180130440,FA
216,Alabama,South (East South Central),5024356.0,"Hurtsboro, Alabama",1096814754,C
217,Alabama,South (East South Central),5024356.0,"Hytop, Alabama",1166181602,Start
218,Alabama,South (East South Central),5024356.0,"Ider, Alabama",1166181612,C
219,Alabama,South (East South Central),5024356.0,"Indian Springs Village, Alabama",1166181665,C
220,Alabama,South (East South Central),5024356.0,"Irondale, Alabama",1169440818,C
221,Alabama,South (East South Central),5024356.0,"Jackson, Alabama",1165750992,C
222,Alabama,South (East South Central),5024356.0,"Jackson's Gap, Alabama",1166181798,Start
223,Alabama,South (East South Central),5024356.0,"Jacksonville, Alabama",1175988040,C
224,Alabama,South (East South Central),5024356.0,"Jasper, Alabama",1174380579,C
225,Alabama,South (East South Central),5024356.0,"Jemison, Alabama",1165751151,C
226,Alabama,South (East South Central),5024356.0,"Kansas, Alabama",1166182143,Start
227,Alabama,South (East South Central),5024356.0,"Kellyton, Alabama",1166182186,Stub
228,Alabama,South (East South Central),5024356.0,"Kennedy, Alabama",1166182247,Start
229,Alabama,South (East South Central),5024356.0,"Killen, Alabama",1166182386,C
230,Alabama,South (East South Central),5024356.0,"Kimberly, Alabama",1177622633,C
231,Alabama,South (East South Central),5024356.0,"Kinsey, Alabama",1166182487,C
232,Alabama,South (East South Central),5024356.0,"Kinston, Alabama",1166182489,C
233,Alabama,South (East South Central),5024356.0,"LaFayette, Alabama",1165752571,C
234,Alabama,South (East South Central),5024356.0,"Lake View, Alabama",1170831381,C
235,Alabama,South (East South Central),5024356.0,"Lakeview, Alabama",1166205391,Start
236,Alabama,South (East South Central),5024356.0,"Lanett, Alabama",1165889187,C
237,Alabama,South (East South Central),5024356.0,"Langston, Alabama",1171521067,C
238,Alabama,South (East South Central),5024356.0,"Leeds, Alabama",1179531175,C
239,Alabama,South (East South Central),5024356.0,"Leesburg, Alabama",1166205728,C
240,Alabama,South (East South Central),5024356.0,"Leighton, Alabama",1148926606,C
241,Alabama,South (East South Central),5024356.0,"Lester, Alabama",1166205815,Start
242,Alabama,South (East South Central),5024356.0,"Level Plains, Alabama",1165890044,Start
243,Alabama,South (East South Central),5024356.0,"Lexington, Alabama",1166205880,Start
244,Alabama,South (East South Central),5024356.0,"Libertyville, Alabama",1166205930,Start
245,Alabama,South (East South Central),5024356.0,"Lincoln, Alabama",1165890317,C
246,Alabama,South (East South Central),5024356.0,"Linden, Alabama",1170891816,GA
247,Alabama,South (East South Central),5024356.0,"Lineville, Alabama",1165890459,GA
248,Alabama,South (East South Central),5024356.0,"Lipscomb, Alabama",1177622747,C
249,Alabama,South (East South Central),5024356.0,"Lisman, Alabama",1166206088,C
250,Alabama,South (East South Central),5024356.0,"Littleville, Alabama",1166206172,Start
251,Alabama,South (East South Central),5024356.0,"Livingston, Alabama",1165891122,C
252,Alabama,South (East South Central),5024356.0,"Loachapoka, Alabama",1166206211,C
253,Alabama,South (East South Central),5024356.0,"Lockhart, Alabama",1166206220,C
254,Alabama,South (East South Central),5024356.0,"Locust Fork, Alabama",1173287337,C
255,Alabama,South (East South Central),5024356.0,"Louisville, Alabama",1166206343,Start
256,Alabama,South (East South Central),5024356.0,"Lowndesboro, Alabama",1166206408,C
257,Alabama,South (East South Central),5024356.0,"Loxley, Alabama",1170361974,C
258,Alabama,South (East South Central),5024356.0,"Luverne, Alabama",1173068585,C
259,Alabama,South (East South Central),5024356.0,"Lynn, Alabama",1166206561,Start
260,Alabama,South (East South Central),5024356.0,"Madison, Alabama",1177703025,C
261,Alabama,South (East South Central),5024356.0,"Madrid, Alabama",1166206649,C
262,Alabama,South (East South Central),5024356.0,"Magnolia Springs, Alabama",1166206656,GA
263,Alabama,South (East South Central),5024356.0,"Malvern, Alabama",1166206718,C
264,Alabama,South (East South Central),5024356.0,"Maplesville, Alabama",1166206829,C
265,Alabama,South (East South Central),5024356.0,"Margaret, Alabama",1165892174,C
266,Alabama,South (East South Central),5024356.0,"Marion, Alabama",1165892206,GA
267,Alabama,South (East South Central),5024356.0,"Maytown, Alabama",1166207284,Start
268,Alabama,South (East South Central),5024356.0,"McIntosh, Alabama",1176350576,C
269,Alabama,South (East South Central),5024356.0,"McKenzie, Alabama",1166207344,Start
270,Alabama,South (East South Central),5024356.0,"McMullen, Alabama",1166207363,Start
271,Alabama,South (East South Central),5024356.0,"Memphis, Alabama",1166207484,Start
272,Alabama,South (East South Central),5024356.0,"Mentone, Alabama",1166207510,GA
273,Alabama,South (East South Central),5024356.0,"Midfield, Alabama",1165893352,C
274,Alabama,South (East South Central),5024356.0,"Midland City, Alabama",1166207749,C
275,Alabama,South (East South Central),5024356.0,"Midway, Alabama",1158753496,C
276,Alabama,South (East South Central),5024356.0,"Millbrook, Alabama",1178021676,C
277,Alabama,South (East South Central),5024356.0,"Millport, Alabama",1166207935,C
278,Alabama,South (East South Central),5024356.0,"Millry, Alabama",1166207936,Start
279,Alabama,South (East South Central),5024356.0,"Mobile, Alabama",1180350145,GA
280,Alabama,South (East South Central),5024356.0,"Monroeville, Alabama",1172371452,C
281,Alabama,South (East South Central),5024356.0,"Montevallo, Alabama",1177552745,C
282,Alabama,South (East South Central),5024356.0,"Montgomery, Alabama",1180299743,GA
283,Alabama,South (East South Central),5024356.0,"Moody, Alabama",1180442956,C
284,Alabama,South (East South Central),5024356.0,"Mooresville, Alabama",1169255573,C
285,Alabama,South (East South Central),5024356.0,"Morris, Alabama",1177624137,C
286,Alabama,South (East South Central),5024356.0,"Mosses, Alabama",1175025748,C
287,Alabama,South (East South Central),5024356.0,"Moulton, Alabama",1165894467,C
288,Alabama,South (East South Central),5024356.0,"Moundville, Alabama",1166208667,C
289,Alabama,South (East South Central),5024356.0,"Mount Vernon, Alabama",1166208775,GA
290,Alabama,South (East South Central),5024356.0,"Mountain Brook, Alabama",1172621297,C
291,Alabama,South (East South Central),5024356.0,"Mulga, Alabama",1157496931,Start
292,Alabama,South (East South Central),5024356.0,"Munford, Alabama",1178871326,C
293,Alabama,South (East South Central),5024356.0,"Muscle Shoals, Alabama",1178909921,C
294,Alabama,South (East South Central),5024356.0,"Myrtlewood, Alabama",1166208882,GA
295,Alabama,South (East South Central),5024356.0,"Napier Field, Alabama",1166208894,Start
296,Alabama,South (East South Central),5024356.0,"Natural Bridge, Alabama",1166208941,C
297,Alabama,South (East South Central),5024356.0,"Nauvoo, Alabama",1096820857,C
298,Alabama,South (East South Central),5024356.0,"Nectar, Alabama",1166208963,Start
299,Alabama,South (East South Central),5024356.0,"Needham, Alabama",1166208968,Start
300,Alabama,South (East South Central),5024356.0,"New Brockton, Alabama",1166209021,C
301,Alabama,South (East South Central),5024356.0,"New Hope, Alabama",1179883996,C
302,Alabama,South (East South Central),5024356.0,"New Site, Alabama",1166209336,Start
303,Alabama,South (East South Central),5024356.0,"Newbern, Alabama",1180353697,GA
304,Alabama,South (East South Central),5024356.0,"Newton, Alabama",1166209571,C
305,Alabama,South (East South Central),5024356.0,"Newville, Alabama",1177928995,C
306,Alabama,South (East South Central),5024356.0,"North Courtland, Alabama",1166209704,Start
307,Alabama,South (East South Central),5024356.0,"North Johns, Alabama",1166209738,Start
308,Alabama,South (East South Central),5024356.0,"Northport, Alabama",1167817987,C
309,Alabama,South (East South Central),5024356.0,"Notasulga, Alabama",1175854552,C
310,Alabama,South (East South Central),5024356.0,"Oak Grove, Alabama",1124809704,C
311,Alabama,South (East South Central),5024356.0,"Oak Hill, Alabama",1166209958,C
312,Alabama,South (East South Central),5024356.0,"Oakman, Alabama",1174954255,Start
313,Alabama,South (East South Central),5024356.0,"Odenville, Alabama",1166210198,C
314,Alabama,South (East South Central),5024356.0,"Ohatchee, Alabama",1166210252,C
315,Alabama,South (East South Central),5024356.0,"Oneonta, Alabama",1166092446,C
316,Alabama,South (East South Central),5024356.0,"Onycha, Alabama",1166210466,Start
317,Alabama,South (East South Central),5024356.0,"Opelika, Alabama",1165896665,C
318,Alabama,South (East South Central),5024356.0,"Opp, Alabama",1165896683,C
319,Alabama,South (East South Central),5024356.0,"Orange Beach, Alabama",1179725369,C
320,Alabama,South (East South Central),5024356.0,"Orrville, Alabama",1175606582,C
321,Alabama,South (East South Central),5024356.0,"Owens Cross Roads, Alabama",1172849762,C
322,Alabama,South (East South Central),5024356.0,"Oxford, Alabama",1165896955,C
323,Alabama,South (East South Central),5024356.0,"Ozark, Alabama",1175658038,C
324,Alabama,South (East South Central),5024356.0,"Paint Rock, Alabama",1166210847,C
325,Alabama,South (East South Central),5024356.0,"Parrish, Alabama",1166210982,C
326,Alabama,South (East South Central),5024356.0,"Pelham, Alabama",1174024956,C
327,Alabama,South (East South Central),5024356.0,"Pell City, Alabama",1171029165,C
328,Alabama,South (East South Central),5024356.0,"Pennington, Alabama",1135170013,C
329,Alabama,South (East South Central),5024356.0,"Perdido Beach, Alabama",1166211174,Start
330,Alabama,South (East South Central),5024356.0,"Petrey, Alabama",1096817791,C
331,Alabama,South (East South Central),5024356.0,"Phenix City, Alabama",1160284984,C
332,Alabama,South (East South Central),5024356.0,"Phil Campbell, Alabama",1176609767,C
333,Alabama,South (East South Central),5024356.0,"Pickensville, Alabama",1166211277,C
334,Alabama,South (East South Central),5024356.0,"Piedmont, Alabama",1174026676,C
335,Alabama,South (East South Central),5024356.0,"Pike Road, Alabama",1170574167,C
336,Alabama,South (East South Central),5024356.0,"Pinckard, Alabama",1166211323,Start
337,Alabama,South (East South Central),5024356.0,"Pine Apple, Alabama",1166211355,C
338,Alabama,South (East South Central),5024356.0,"Pine Hill, Alabama",1166211367,Start
339,Alabama,South (East South Central),5024356.0,"Pine Ridge, Alabama",1166211388,Start
340,Alabama,South (East South Central),5024356.0,"Pinson, Alabama",1178582292,C
341,Alabama,South (East South Central),5024356.0,"Pisgah, Alabama",1166211442,C
342,Alabama,South (East South Central),5024356.0,"Pleasant Grove, Alabama",1177636010,C
343,Alabama,South (East South Central),5024356.0,"Pleasant Groves, Alabama",1166229073,Start
344,Alabama,South (East South Central),5024356.0,"Pollard, Alabama",1166229176,Start
345,Alabama,South (East South Central),5024356.0,"Powell, Alabama",1166229333,C
346,Alabama,South (East South Central),5024356.0,"Prattville, Alabama",1167939343,C
347,Alabama,South (East South Central),5024356.0,"Priceville, Alabama",1166229409,C
348,Alabama,South (East South Central),5024356.0,"Prichard, Alabama",1176865405,C
349,Alabama,South (East South Central),5024356.0,"Providence, Alabama",1166229472,Start
350,Alabama,South (East South Central),5024356.0,"Ragland, Alabama",1166229540,C
351,Alabama,South (East South Central),5024356.0,"Rainbow City, Alabama",1180291560,GA
352,Alabama,South (East South Central),5024356.0,"Rainsville, Alabama",1171084402,C
353,Alabama,South (East South Central),5024356.0,"Ranburne, Alabama",1166229569,C
354,Alabama,South (East South Central),5024356.0,"Red Bay, Alabama",1169333757,C
355,Alabama,South (East South Central),5024356.0,"Red Level, Alabama",1166229671,C
356,Alabama,South (East South Central),5024356.0,"Reece City, Alabama",1166229699,Start
357,Alabama,South (East South Central),5024356.0,"Reform, Alabama",1165899409,C
